0.0,-2034.5992,-8370.757,-13882.398,-15130.646,-16242.916,-15696.046,-14756.103,-16038.159,-15482.843,-15917.977,-16804.154,-16495.814,-17639.225,-17605.217,-17973.275,-18419.133,-18032.188,-18418.664,-17857.898,-17719.762,-17379.703,-16772.781,-16648.242,-16019.812
-15936.331,-15674.826,-15603.893,-15788.236,-15816.841,-16260.446,-16480.568,-16910.785,-17296.863,-17563.678,-17911.371,-17982.564,-18097.604,-17994.684,-17816.283,-17591.158,-17231.588,-16940.883,-16566.633,-16290.353,-16056.671,-15893.204,-15872.417,-15907.846,-16081.837
-16294.947,-16583.941,-16900.21,-17192.258,-17481.547,-17681.945,-17821.807,-17854.752,-17800.668,-17673.082,-17456.59,-17213.51,-16929.727,-16653.564,-16412.89,-16220.072,-16106.793,-16065.348,-16112.71,-16233.415,-16416.84,-16643.441,-16888.041,-17140.113,-17361.143
-17531.824,-17636.082,-17668.775,-17631.277,-17524.156,-17365.521,-17164.45,-16941.236,-16718.463,-16520.941,-16371.796,-16277.712,-16252.497,-16289.415,-16377.5625,-16520.799,-16695.902,-16883.902,-17078.426,-17249.947,-17381.164,-17466.967,-17494.33,-17464.56,-17384.14
-17259.717,-17106.973,-16942.375,-16777.338,-16625.24,-16505.438,-16430.08,-16400.152,-16420.57,-16492.479,-16602.229,-16734.645,-16875.209,-17017.625,-17149.797,-17252.037,-17319.926,-17341.033,-17313.826,-17255.662,-17169.174,-17058.336,-16933.586,-16812.922,-16709.436
-16622.104,-16564.521,-16547.06,-16566.002,-16615.072,-16681.893,-16768.871,-16875.46,-16978.326,-17071.37,-17154.28,-17205.799,-17217.986,-17198.604,-17157.92,-17102.725,-17028.346,-16942.135,-16854.326,-16776.521,-16720.564,-16680.055,-16664.58,-16677.41,-16705.389
-16751.87,-16813.031,-16884.682,-16954.76,-17009.252,-17058.47,-17092.105,-17100.598,-17101.143,-17084.219,-17040.92,-16985.889,-16922.947,-16867.652,-16828.016,-16793.137,-16769.906,-16759.828,-16767.654,-16789.771,-16810.088,-16842.973,-16884.137,-16919.18,-16958.95
-16997.47,-17021.6,-17026.414,-17018.594,-17007.639,-16987.387,-16960.164,-16931.59,-16899.852,-16870.68,-16849.943,-16837.91,-16833.018,-16835.74,-16846.475,-16858.602,-16865.158,-16874.637,-16895.623,-16918.521,-16935.203,-16944.893,-16948.926,-16947.855,-16944.453
-16947.17,-16948.736,-16939.232,-16928.55,-16920.355,-16909.893,-16899.34,-16892.82,-16893.438,-16894.916,-16895.293,-16893.057,-16883.62,-16881.285,-16887.375,-16897.8,-16907.996,-16907.201,-16908.09,-16909.799,-16912.57,-16923.951,-16929.342,-16934.502,-16943.479
-16941.094,-16936.102,-16939.105,-16936.312,-16925.008,-16912.908,-16897.71,-16888.736,-16886.637,-16875.965,-16864.977,-16862.408,-16859.658,-16860.717,-16868.744,-16884.469,-16912.512,-16930.346,-16936.592,-16952.025,-16962.316,-16968.082,-16970.36,-16962.857,-16962.795
-16956.84,-16933.254,-16909.244,-16886.285,-16862.969,-16849.066,-16843.396,-16838.623,-16843.412,-16854.932,-16869.83,-16900.96,-16933.955,-16957.338,-16977.908,-16991.154,-17003.053,-17010.547,-17002.643,-16989.082,-16971.432,-16946.652,-16914.445,-16879.016,-16851.463
-16832.824,-16824.361,-16822.918,-16826.17,-16839.184,-16861.781,-16892.678,-16927.566,-16961.736,-16983.746,-16994.582,-17004.213,-17002.389,-16994.527,-16983.516,-16962.738,-16938.793,-16907.47,-16874.535,-16844.879,-16821.418,-16809.55,-16802.033,-16809.1,-16824.996
-16844.553,-16880.594,-16916.658,-16945.691,-16968.922,-16990.27,-17013.57,-17017.61,-17009.13,-16997.467,-16969.666,-16938.41,-16907.283,-16872.027,-16845.543,-16822.477,-16804.209,-16801.832,-16804.094,-16818.066,-16851.883,-16888.469,-16923.072,-16954.012,-16983.137
-17012.258,-17023.734,-17016.92,-17010.256,-17000.107,-16975.092,-16943.293,-16912.566,-16881.514,-16853.393,-16827.85,-16807.107,-16803.129,-16808.414,-16820.334,-16846.412,-16871.545,-16898.773,-16934.188,-16964.352,-16985.527,-16995.328,-16999.398,-17000.82,-16989.828
-16966.594,-16938.143,-16908.184,-16880.791,-16853.389,-16826.955,-16817.27,-16816.924,-16820.912,-16837.48,-16857.406,-16889.674,-16924.943,-16950.434,-16979.658,-17002.016,-17020.434,-17029.959,-17021.895,-17012.729,-16991.533,-16958.398,-16927.643,-16898.158,-16867.477
-16842.96,-16835.633,-16831.006,-16833.418,-16854.379,-16876.352,-16901.979,-16928.93,-16950.436,-16973.156,-16989.275,-17001.408,-17007.604,-17003.457,-16992.223,-16969.299,-16945.672,-16920.959,-16896.895,-16880.121,-16860.656,-16853.361,-16857.348,-16855.096,-16858.666
-16877.498,-16903.516,-16921.428,-16932.084,-16949.18,-16969.559,-16982.367,-16983.066,-16974.717,-16962.69,-16945.74,-16921.457,-16896.006,-16874.824,-16850.697,-16833.227,-16839.168,-16842.033,-16833.39,-16838.533,-16848.197,-16863.283,-16887.787,-16905.617,-16926.791
-16951.1,-16965.195,-16964.533,-16955.967,-16950.955,-16938.39,-16919.557,-16899.229,-16875.219,-16855.055,-16835.646,-16822.709,-16823.816,-16830.617,-16837.693,-16852.7,-16872.719,-16885.0,-16901.629,-16927.1,-16947.504,-16954.535,-16953.816,-16954.34,-16947.352
-16934.021,-16916.414,-16896.082,-16882.21,-16872.824,-16875.252,-16878.04,-16861.693,-16845.49,-16847.932,-16864.062,-16878.445,-16888.662,-16905.164,-16921.082,-16932.81,-16944.918,-16949.762,-16950.643,-16947.148,-16930.164,-16911.23,-16898.398,-16887.473,-16877.3
