Video Name,Diameters
18-10-24_12-08-57_VIDEO_OJO_UX.avi,"48, 48, 48, 48, 48, 48, 48, 48, 48, 48, 48, 46, 46, 46, 46, 48, 48, 46, 46, 44, 44, 44, 44, 46, 46, 44, 48, 42, 44, 44, 44, 48, 48, 48, 48, 46, 44, 48, 46, 48, 48, 48, 48, 48, 48, 48, 48, 44, 48, 46, 48, 48, 48, 48, 48, 44, 46, 44, 44, 46, 42, 42, 42, 42, 44, 44, 44, 44, 48, 48, 44, 44, 48, 48, 48, 48, 48, 48, 48, 48, 48, 48, 46"
18-10-24_12-09-17_VIDEO_OJO_UX.avi,"48, 48, 48, 48, 48, 48, 48, 42, 40, 40, 44, 42, 42, 42, 40, 42, 46, 46, 42, 46, 42, 42, 46, 48, 42, 42, 44, 44, 42, 42"
18-10-24_12-10-17_VIDEO_OJO_UX.avi,"48, 48, 48, 48, 48, 44, 44, 44, 44"
18-10-24_12-11-17_VIDEO_OJO_UX.avi,"48, 48, 48, 48, 48, 48, 48, 44, 44, 46, 48, 40, 48, 48, 48, 48, 46, 48, 48, 42, 42, 44, 46, 46, 46, 46, 48, 48, 40, 46, 46, 42, 48, 48, 44, 42, 42, 48, 48, 42, 44, 44, 46, 46, 48, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 46, 46, 48, 46, 42, 48, 46, 42, 48, 48, 48, 48, 42, 46, 46, 46, 46, 44, 44, 44"
18-10-24_12-12-17_VIDEO_OJO_UX.avi,"48, 48, 48, 48, 48, 48, 48, 48, 44, 46, 48, 48, 44, 42, 48, 46, 46, 46, 44, 44, 48, 48, 46, 48, 46, 46, 48, 48, 44, 48, 48, 48, 48, 44, 44, 42, 44, 48, 48, 48, 44, 48, 46, 46, 44, 46, 46, 46, 46, 44, 42, 48, 44, 44, 48, 46, 44, 44, 44, 44, 46, 42, 44, 42, 44, 44, 46, 46, 44, 44, 42, 46, 46, 46, 48, 44, 48, 48, 42, 42, 44, 42, 46, 46, 44, 44, 44, 48, 44"
18-10-24_12-13-17_VIDEO_OJO_UX.avi,"48, 48, 48, 48, 48, 48, 48, 48, 42, 42, 42, 44, 44, 48, 46, 46, 44, 48, 48, 46, 46, 46, 46, 46, 44, 44, 48, 46, 42, 42, 42, 48, 44, 44, 48, 48, 48, 46, 44, 44, 44, 44, 44, 46, 46, 48, 48, 48, 48, 48, 48, 44, 44, 44, 46, 44, 48, 48, 44, 48, 48, 48, 44, 48, 48, 46, 42, 44, 48, 42, 42, 42, 42, 42, 44, 44, 44, 48, 44, 48, 48, 42, 40, 42, 42, 42"
18-10-24_12-14-17_VIDEO_OJO_UX.avi,"48, 48, 48, 48, 48, 48, 48, 48, 44, 44, 48, 48, 48, 48, 44, 44, 42, 48, 48, 48, 48, 48, 48, 46, 46, 48, 48, 48, 46, 44, 44, 48, 42, 42, 48, 44, 46, 46, 44, 44, 44, 48, 44, 48, 48, 48, 48, 48, 46, 48, 42, 42, 48, 48, 48, 48, 48, 48, 48, 44, 44, 48, 48, 48, 48, 46, 46, 48, 48, 48, 48, 48, 48, 46, 46, 46, 46, 48, 48, 46, 48, 44, 48, 48, 48, 48, 46, 46, 48, 48, 46, 46, 44, 44, 44, 46, 44, 44, 44, 44, 48, 48, 42, 42, 46, 48, 48, 46, 46, 44, 42, 46"
18-10-24_12-15-17_VIDEO_OJO_UX.avi,"48, 48, 48, 48, 48, 48, 48, 42, 46, 46, 44, 42, 42, 44, 42, 46, 46, 46, 44, 44, 48, 46, 46, 46, 46, 44, 48, 42, 46, 46, 46, 46, 46, 46, 46, 48, 46, 44, 44, 46, 46, 48, 46, 44, 42, 48, 48, 46, 46, 46, 44, 44, 48, 44, 42, 42, 42, 42, 42, 44, 44, 48, 44, 46, 42, 42, 42, 46, 42, 42, 42, 44, 44, 42, 42"
18-10-24_12-16-17_VIDEO_OJO_UX.avi,"48, 48, 48, 48, 48, 48, 44, 46, 44, 44, 48, 48, 42, 42, 46, 46, 46, 44, 44, 46, 46, 42, 42, 44, 44, 48, 48, 48, 46, 48, 48, 48, 46, 46, 44, 48, 48, 48, 48, 48, 48, 44, 46, 48, 46, 46, 48, 48, 46, 48, 46, 46, 48, 48, 48, 48, 48, 48, 48, 48, 44, 48, 48, 44, 46, 42, 46, 46, 48, 48, 48, 48, 48, 48, 46, 48, 48, 48, 48, 42, 42, 48, 48, 48, 46, 48, 48, 42, 44, 44, 48, 48, 42, 48, 44, 48, 48, 48, 46, 48, 46, 46, 48, 48, 48, 48, 48, 48, 48, 48, 48, 44, 48, 48, 46, 46, 42, 44, 46, 48, 40, 40, 42, 42, 48, 48, 44, 44, 44, 46, 42, 42, 44, 46, 46, 46, 48"
18-10-24_12-17-17_VIDEO_OJO_UX.avi,"48, 48, 48, 48, 48, 48, 44, 44, 46, 46, 48, 46, 46, 46, 42, 42, 42, 40, 40, 44, 42, 44, 44, 44, 46, 46, 46, 42, 42, 42, 44, 44, 42, 42, 42, 42, 42, 42, 46, 46, 42, 42"
