-1.930023655999999610e+05,1.949740174931485672e+04,1.803332939999999871e+04,1.372676840000000266e+04,1.575096639999999024e+04,7.563078050685138805e+03,9.438818400000011025e+03,7.563078050685137896e+03
-2.392757599999999802e+05,2.930386371588853308e+03,-3.221029999999991560e+02,-7.625139999999992142e+02,-1.070027000000001863e+03,-1.900878371588855316e+03,-5.830160000000032596e+02,-1.900878371588855316e+03
-2.279958999999999942e+05,-1.464654432018037824e+03,-2.942929999999978463e+02,-1.378999999999978172e+02,-9.976299999999173451e+01,-8.849156798195565443e+01,-8.546000000000641705e+01,-8.849156798195565443e+01
-2.304159650000000256e+05,-6.099821605077124786e+00,1.531000000000494765e+01,7.897999999997409759e+00,3.760000000009313226e+00,4.645821605082858241e+00,2.737000000008265488e+00,4.645821605082860017e+00
-2.303781269999999786e+05,-1.714983909164753229e+01,1.898499999999330612e+01,9.860000000000582077e+00,-5.769000000000232831e+00,-3.030160908349119886e+00,-2.824999999997089617e+00,-3.030160908349120774e+00
-2.303631089999999967e+05,2.840148242759004127e+00,5.270000000018626451e-01,-9.059999999954015948e-01,-3.785999999992782250e+00,4.050851757244255502e+00,1.888999999995575774e+00,4.050851757244255502e+00
-2.303638159999999916e+05,1.850524404880212614e+01,-2.171500000004016329e+00,-3.461999999999534339e+00,-2.556499999991501682e+00,-1.543244048802589141e+00,1.040000000066354513e-01,-1.543244048802588253e+00
-2.303271979999999749e+05,-5.063705031176587212e+00,-9.437000000005355105e+00,-1.569099999999889405e+01,-8.888000000006286427e+00,3.247050311715513615e-01,-1.568000000006577910e+00,3.247050311715513615e-01
-2.302685310000000172e+05,-1.293593431954664119e+01,1.206450000000404543e+01,-2.478000000002793968e+00,1.351500000004307367e+00,-6.096065680456238312e+00,-4.088999999985389877e+00,-6.096065680456238312e+00
-2.303585530000000144e+05,2.394895975962320733e+01,-1.286050000000250293e+01,1.144499999999970896e+01,1.604149999999208376e+01,1.602040240372630819e+00,2.818999999988590410e+00,1.602040240372629043e+00
-2.302618619999999937e+05,5.756026685835305301e+00,-7.143000000003667083e+00,-4.673999999995430699e+00,8.430000000080326572e-01,-5.336026685833413552e+00,-4.277999999998428393e+00,-5.336026685833414440e+00
-2.302265689999999886e+05,4.242846367837036503e+00,7.820999999996274710e+00,1.870999999999185093e+00,9.769000000000232831e+00,-3.554846367838753629e+00,7.469999999957521730e-01,-3.554846367838754073e+00
-2.302480899999999965e+05,-5.834366801894091736e+00,1.219099999999525608e+01,-1.330000000001746230e+00,7.190000000118743628e-01,2.538366801891995372e+00,4.658000000010362740e+00,2.538366801891996261e+00
-2.324649290000000037e+05,7.386553750827796421e+02,1.603199999999196734e+01,-8.115400000000227010e+01,-1.179229999999806751e+02,-1.218603750827814025e+02,-1.273710000000064468e+02,-1.218603750827814451e+02
-2.303636439999999711e+05,-1.151635418588381476e+01,9.352499999993597157e+00,-5.368999999998777639e+00,7.644500000009429641e+00,4.723354185882330469e+00,6.294000000008963092e+00,4.723354185882330469e+00
-2.303896720000000205e+05,-9.036513762597666144e+00,-1.221399999999994179e+01,-2.019000000000232831e+00,-1.114299999999639113e+01,-1.123448623740297592e+01,-9.550000000002910383e+00,-1.123448623740297414e+01
-2.302802220000000088e+05,-4.447665396239720081e+01,1.923599999999350985e+01,4.230000000025029294e-01,-2.627999999996973202e+00,1.474653962396793139e+00,1.752000000000407454e+00,1.474653962396793361e+00
-2.303033940000000002e+05,1.590761389735595266e+01,-2.151700000000346336e+01,1.437999999998282874e+00,-1.013400000000547152e+01,3.693861026531863878e-01,1.442000000002733984e+00,3.693861026531859437e-01
-2.303647069999999949e+05,1.940369042921332721e+01,-1.335649999999805004e+01,6.719000000000960426e+00,-2.490500000014435500e+00,-3.670690429213152584e+00,-2.447000000007393261e+00,-3.670690429213154360e+00
-2.303479810000000289e+05,1.024117258583395795e+01,3.257499999996070983e+00,1.058299999999871943e+01,2.463499999998020940e+00,6.655827414166886058e+00,2.239000000001396096e+00,6.655827414166886058e+00
-2.303489590000000317e+05,2.553628069913900234e-01,8.850500000007741619e+00,7.055000000000291038e+00,-4.868499999996856786e+00,4.836637193005525859e+00,-7.509999999892889022e-01,4.836637193005524971e+00
-2.303109349999999977e+05,6.522179762852235108e+00,4.288499999995110556e+00,-6.330000000052677933e-01,2.432499999995343387e+00,-8.251797628521184702e-01,-6.270000000076834112e-01,-8.251797628521186923e-01
-2.303652880000000005e+05,1.573068040387744482e+01,1.791299999999682768e+01,-8.402999999998428393e+00,-4.752999999996973202e+00,3.703319596120021373e+00,2.237999999990280209e+00,3.703319596120020485e+00
-2.302675660000000207e+05,1.095902682130240713e+01,-2.587000000000989530e+01,-2.886999999995168764e+00,-1.043499999999767169e+01,-3.824026821304007839e+00,-4.288000000000467438e+00,-3.824026821304008728e+00
-2.296712889999999898e+05,4.076421708943249200e+01,1.896375000000007276e+02,2.136389999999992142e+02,2.146834999999991851e+02,2.310507829105662552e+02,2.285309999999954016e+02,2.310507829105661983e+02
-2.302254899999999907e+05,-1.002308214261711683e+01,3.349999999994906830e+00,6.240999999998166459e+00,6.450000000040745363e-01,3.350082142618251879e+00,4.088000000003376044e+00,3.350082142618251879e+00
-2.303560719999999856e+05,-1.405986361977962673e+01,-2.091000000000713044e+01,1.786899999999877764e+01,1.429999999963911250e-01,3.504863619775699490e+00,1.097999999990861397e+00,3.504863619775699490e+00
-2.302889900000000198e+05,-1.084079168754316669e+01,-2.492999999999665306e+01,-9.174000000002706656e+00,7.240000000165309757e-01,3.046791687537840687e+00,-6.779999999998853610e-01,3.046791687537840687e+00
-2.302840629999999946e+05,5.643008459068896698e+00,-8.507999999994353857e+00,-1.376700000000346336e+01,-1.137400000001071021e+01,-7.479008459068225534e+00,-9.387000000009720679e+00,-7.479008459068228198e+00
-2.301970750000000116e+05,-8.198595855634877694e+00,1.251150000000779983e+01,-1.373999999999796273e+00,-3.671499999996740371e+00,8.018595855634586655e+00,3.495000000009896191e+00,8.018595855634586655e+00
-2.302156830000000191e+05,2.180844636712371098e+01,-6.213500000005296897e+00,-1.463999999999941792e+00,-5.410499999998137355e+00,-3.444636712245885413e-02,-2.441000000006170012e+00,-3.444636712245952026e-02
-2.301474689999999828e+05,2.484520063959555713e+00,1.038000000000465439e+00,1.355999999999767169e+00,-8.423999999999068677e+00,-7.925200639604573771e-01,-1.647000000011757948e+00,-7.925200639604577102e-01
-2.302925739999999932e+05,2.694029007169616108e+01,1.095449999999982538e+01,8.589999999996507540e+00,1.427150000000256114e+01,5.935709928307681515e+00,7.697999999996682163e+00,5.935709928307680627e+00
-2.304272130000000179e+05,2.725309833385349734e+01,1.278650000000197906e+01,1.222499999999854481e+01,1.261499999993247911e+00,1.048901666142545430e+00,2.830999999998312866e+00,1.048901666142544542e+00
